input_file,factor,color,canonical_key,page,bbox,match_type,match_score,color_match,mapped_json,notes
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,Age,#374151,age--5dc56b9aab,1,"[544.260009765625, 72.44001007080078, 561.2610473632812, 84.8330078125]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,AMERICAN EXPRESS (Credit Card),#212529,american_express_credit_card--6b4296d53c,1,"[56.689998626708984, 140.4349822998047, 203.71397399902344, 152.8009796142578]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,"$11,414",#212529,11_414--9a8185856d,1,"[335.9800109863281, 250.98497009277344, 368.5060119628906, 263.3509826660156]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,"$38,562",#212529,38_562--7db98ef821,1,"[387.0, 250.98497009277344, 419.5260009765625, 263.3509826660156]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,30%,#212529,30--22d200f867,1,"[429.8699951171875, 250.98497009277344, 447.8789978027344, 263.3509826660156]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,$0,#212529,0--b6589fc6ab,1,"[358.5, 117.75498962402344, 368.50799560546875, 130.12098693847656]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,A,#212529,a--86f7e437fa,1,"[521.239990234375, 250.98497009277344, 527.2429809570312, 263.3509826660156]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,Totals,#212529,totals--8010e565bc,1,"[56.689998626708984, 273.6999816894531, 83.19499206542969, 286.0929870605469]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,"$11,414",#212529,11_414--9a8185856d,1,"[335.9800109863281, 250.98497009277344, 368.5060119628906, 263.3509826660156]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,"$38,562",#212529,38_562--7db98ef821,1,"[387.0, 250.98497009277344, 419.5260009765625, 263.3509826660156]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,30%,#212529,30--22d200f867,1,"[429.8699951171875, 250.98497009277344, 447.8789978027344, 263.3509826660156]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,$0,#212529,0--b6589fc6ab,1,"[358.5, 117.75498962402344, 368.50799560546875, 130.12098693847656]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
